frame,right_elbow_angle,left_elbow_angle
20,118.21979666612238,117.56602679711729
21,119.19481339518708,120.54482331440659
22,125.12196251996731,127.96264322497103
23,129.40153511803408,130.89163764937624
24,133.24948273722543,129.08249651749114
25,135.67801191882603,129.4829347868751
26,134.68498560516684,115.12310159777013
27,137.43849358122222,113.10455437848441
28,134.42138976814863,115.38876081649964
29,135.452856042032,119.64524289734348
30,136.66895661890388,117.28117841046499
31,136.88920961259058,114.1037474536915
32,138.8781934106028,112.8169759367808
33,133.6906251059866,120.09644942629039
34,128.87086398063295,116.82639137707233
35,130.9830428026208,132.2473475161268
36,132.7737627301044,135.04982004554
37,138.6856246609091,131.39620464443328
38,144.6719533545676,126.71550740032013
39,156.6958639661254,127.91282207319763
40,155.9866541211224,121.68919967390664
41,153.41657857835293,117.13114269265341
42,145.7506038977235,119.582224894529
43,145.25930154701362,119.70685784109521
44,146.31240835480807,115.01497016416408
45,147.44991215824933,109.75441682250282
46,152.2536074427432,110.7020075352073
47,155.80008426074332,108.89866054219146
48,150.69980794461148,108.67658263618664
49,152.28026685686194,108.64754705853326
50,153.56344136250385,106.70198959637102
51,153.00693804745308,100.1279531671707
52,151.6666843134405,100.46268373519798
53,150.75717940357413,100.54907393757672
54,147.82917994790122,100.88773812429329
55,144.69139097916496,104.27015165649796
56,144.47679683167354,108.09008148863207
57,142.44566230810645,107.61851374648582
58,143.05332259934235,98.53703438230589
59,142.06066657696388,101.92180899771796
60,140.86435853538498,98.61621437053684
61,139.00023010174587,105.42919410777094
62,137.03693734869438,101.60778005706958
63,134.5043566950282,97.3216981581058
64,130.31369296209778,90.73960280075254
65,112.49317770674531,105.0911527997418
66,92.36533830227437,108.2749359801846
67,111.03861999412278,97.9572744180191
68,130.32390167696133,86.5143573456149
69,128.25486993358598,85.614861036982
70,117.01977970658133,90.00465433342202
71,108.30997849659059,97.13773393900121
72,109.43511217493054,100.49418611934975
73,129.72213452103222,101.4226374573139
74,118.95385277200151,98.58479439921163
75,112.60508390737992,96.00914301704502
76,93.55286830554792,109.91563204582263
77,93.35496741190241,113.3457489736154
78,99.92846795883003,116.20139042861354
79,111.28174551838714,105.37245925218693
80,116.51292492908549,97.49431542968297
81,121.01775867636302,95.15887972212512
82,125.35807086641309,99.75170297739973
83,126.72717706934053,98.92083072045749
84,123.43387656552065,95.82311084558714
85,121.75468395861947,97.9301059204399
86,120.59173824955369,96.90273060821292
87,118.80121382463923,95.66074608929559
88,119.5187812152284,92.81928455329428
89,117.95947890580331,88.96258313591382
90,113.50196534140309,84.66307656389783
91,113.13386357141857,83.01886141145381
92,118.10345970196701,84.4170559934543
93,125.41340809353896,83.74520288216624
94,128.59225040888956,82.7274103549952
95,128.1014492303371,81.5159328083203
96,132.8417860622684,82.96284273224789
97,132.82811080767576,84.05014290102726
98,139.52369211474382,88.8077569144572
99,140.2343716791525,97.1365362304597
100,137.7759901615116,102.4569891143491
101,136.04363651429622,106.48065986566003
102,133.39105611872446,111.59205056882858
103,128.38516114549256,115.9463821417042
104,127.61577404437278,122.86927984986308
105,130.17061653067967,123.09007024740967
106,133.02876720409313,122.60029311787405
107,133.57193837745262,125.81653557367738
108,133.8398174822027,123.74803745910165
109,132.73925611664592,126.69809876470343
110,128.6077612553813,125.13745872179803
111,125.45811292604266,126.43869889719902
112,124.05420122512426,113.49418670595054
113,127.11572982787405,119.72441858581921
114,126.0067071415336,119.03884395377513
115,117.50167226509106,110.80397434552596
116,114.60149035887581,118.23155676406024
117,112.79419026034199,113.4536523365471
118,113.49629172552541,111.77195674012916
119,76.83992634454111,126.68665964951329
120,82.19226375328445,135.78947064382666
121,92.82445612669713,145.15940497622682
122,93.12747734422526,161.2466808975755
123,92.52781776013667,153.86913656480667
124,91.4866531454498,130.25303568703495
125,95.55017714749731,154.84253813756192
126,104.47900847821157,159.93682214704907
127,118.4755542977125,155.3585767787083
128,108.07906689881601,173.72319784594885
129,112.79669084058487,171.41565891633473
130,142.60753221720032,172.22260246906103
131,154.44884616912807,170.93470117577363
132,156.30103033084026,170.7542125551757
133,134.06219027734593,167.02416372920567
134,159.49773518430646,159.8768491508874
135,165.39813381654307,159.24557795976617
136,131.0845299849306,161.08119145630454
137,82.59737090660718,160.26966082220682
138,101.4149687820649,158.25336058972235
139,160.1110132596352,162.36277621371752
140,132.49831217254854,161.09220698343842
141,146.61513356214797,161.3193844231505
142,148.0009298656354,162.5136054289675
143,140.56672508844105,161.37204569090514
144,126.58104689656724,158.59179348663358
145,125.18887243325536,157.293718815158
146,122.0433664497874,155.0209015823519
147,123.92203597573506,148.03518516595585
148,112.22814892964143,149.84016315660256
149,106.13530427972485,150.97947887556683
150,115.05577533158858,153.90585522140015
151,136.4642283503699,154.44001671458415
152,131.41688428979393,149.84502336434687
153,118.60385246171786,151.0606554320214
154,118.03926437330611,151.73205949578994
155,127.92813160846127,150.25750869773583
156,131.0135522718786,147.3566236333827
157,132.5010786094607,151.22229448111798
158,127.5980585580884,152.07011725307396
159,138.05672231170135,153.662090384784
160,150.17999843018686,152.67006322082798
161,158.84337706412876,158.72157088844713
162,154.9916686222827,159.17815286910906
163,154.68315502519695,149.6619461912708
164,166.46941082191984,153.55276552048744
165,162.62618892839245,156.00343805400402
166,174.159720702386,160.7684370461955
167,171.8825577297105,158.5029020744516
168,171.14013692387292,161.01645184602646
169,172.97826131384372,158.63931606030258
170,162.78205642137002,162.02632572140413
171,157.27539558626458,165.22067054697413
172,159.54972713570086,166.8339220142164
173,160.64657160880478,168.76887196859374
174,162.40713936529352,171.8437417146541
175,167.2121249591482,170.5174383207751
176,166.95375729869042,168.2051837726833
177,162.45434359272264,171.2931773160625
178,162.93974401889452,166.6889097534408
179,160.82860699716676,166.2051585756981
180,156.44525105472047,165.62153495195832
181,153.82097683570828,164.8735794265716
182,153.70620647308914,167.24316369047514
183,151.9557862729637,166.60252435476727
184,148.8924965323663,160.19756125234312
185,142.14095958363305,142.20906263993126
186,140.04899838342772,137.33382999585464
187,138.67546069269676,141.316986576597
188,140.04853572759566,145.5192433887266
189,132.47798435952592,140.62248321318805
190,132.15164168347303,136.22287376057028
191,136.7936742618742,134.87838584119032
192,117.27968763736567,116.23142138729652
193,117.86384935148403,110.30779837114395
194,111.74928326629279,114.19995596264623
195,107.00320412014472,129.0321075655498
196,120.78911239482065,130.08714378100723
197,144.01310154737834,136.86846056181773
198,150.8759732440555,141.17507828882992
199,128.6425665120669,149.39217470569534
200,150.46479630737178,144.63139869146121
201,156.44038741364318,134.02933081834456
202,163.12624053100308,131.38559980766655
203,163.091073874499,119.87115665429837
204,154.90406975687716,120.92325763272855
205,161.17696532248092,125.24384454042138
206,134.9866548972492,89.22652128692746
207,123.3095422154702,171.7168266644274
208,120.68553823380033,157.9337414397578
209,118.48092628125086,155.1254906197206
210,116.89049511886425,163.38789498039162
211,127.75468689172733,162.8663994779018
212,127.36481071019438,159.97655818546812
213,125.08451277660876,160.0164744088146
214,128.91144172497386,158.679877117574
215,132.44197568597957,161.02138890032512
216,134.0655394990194,148.65224244495903
217,142.2433303262612,143.81577041349556
218,149.00574781797118,136.60621083674212
219,156.12753950999067,153.32158098383354
220,162.07354833814765,164.51857930979887
221,163.57615307928833,158.77802551769898
222,164.3144610898481,164.88003159543553
223,163.72565781227217,164.07397278565108
224,164.58301015130255,164.14213848841072
225,165.36945379538525,164.3496555389952
226,166.66383875202172,159.19763019706
227,168.38995753138306,152.56156916956257
228,145.4951189310846,152.92221355400213
229,146.12369264913943,145.9565248881564
230,139.25734843423697,147.7542237242846
231,138.79101782811594,148.40752682164054
232,144.1860673641635,149.94855383936329
233,145.77624034904082,141.004735008075
234,143.9622511804331,124.67529103239829
235,133.30004166162112,115.76610608200342
236,131.5123486355529,104.57777188665878
237,131.28916044329046,109.34686160799347
238,137.76776468772402,149.53630692125552
239,130.3630890769454,150.5273905994595
240,130.97805221707134,150.5007568775205
241,146.7697261565739,155.4507025254759
242,137.10423181764085,154.84543338198088
243,145.087096194172,156.63022177874214
244,148.96496791060676,157.86611545557435
245,151.52159543557025,161.4197436026139
246,159.5709416660384,163.24385311921242
247,160.51008473865917,163.69402879752187
248,160.42990442936676,167.11788477819115
249,159.67883530700132,160.20587961016443
250,157.8130727663113,168.2129558717042
251,160.03913286680984,144.7732774163489
252,157.832738461595,146.79238258042565
253,157.23379575428817,151.78521260532744
254,144.88165418830923,167.0520268942233
255,143.3221209333636,170.7940685491562
256,142.1203173349265,148.83146128870865
257,146.7972300010525,139.50501414529404
258,149.84277063969594,138.26854287635882
259,156.84208098319198,124.72232242741364
260,152.60143285420165,94.95005711669582
261,159.1776283795627,89.76858466192358
262,159.6813522922609,111.9050967578075
263,170.1246769056425,111.18859603745474
264,164.13002032170482,99.78911129724467
265,163.5051577802234,88.97159552242915
266,133.19741349543096,90.4611025605989
267,125.85889917236014,92.35038693464342
268,130.08474986942974,91.87171055160822
269,133.68327719262322,98.31112066321985
270,128.33254973683847,89.59479851352225
271,124.59908184615212,92.51039513315516
272,134.09320648050723,100.6899942379832
273,136.06514444201412,105.96914573323825
274,160.78106501729636,110.63851733757454
275,166.670789283669,106.56197063225844
276,160.6462633400263,103.33588274326135
277,167.54173667721366,111.2811256516212
278,167.0450987289752,119.62693236542911
279,173.46563908151734,110.30244869940516
280,163.1057991476491,113.14507471535761
281,166.51548300618526,121.3271409276244
282,146.34060284341737,122.89963999707349
283,146.24619940767036,134.47592122900784
284,130.62643545696253,124.63081852557919
285,120.7186769525957,129.40268780775398
286,121.41071582072286,134.43701507022686
287,147.6421242558207,126.2801164209008
288,153.3706420836539,125.96829182397789
289,142.5790460685134,141.3942277267036
290,126.62113289726634,154.05243857690434
291,135.30721960903378,162.03844310719174
292,129.81195995145393,165.79592828237182
293,128.4268292389527,164.3465325826808
294,137.83004474648706,165.24438390104316
295,143.87659822196366,164.4967452717264
296,137.26182010226646,166.47149691964796
297,136.9515617336954,164.41992517248315
298,152.54390949823127,163.84688298904425
299,151.60835934108454,164.38058935649062
300,141.70511725767778,165.44187424388636
301,153.24098279089418,165.12080521930764
302,156.41982119514935,165.90962485772775
303,154.06890113519032,167.76232150323406
304,154.162906739552,169.16535009765283
305,157.15460323123673,169.65324496501367
306,156.84307358536114,175.69306332234194
307,152.9172941121379,175.6372994307042
308,165.1443788001532,175.8328947477398
309,174.932284341133,173.47633271395196
310,151.56225095833474,178.221005214728
311,140.8228158777879,176.90058086650217
312,147.99071600015952,175.57303994659483
313,158.89439142272613,175.90423234192858
314,145.2181770664808,175.26496673013472
315,164.19868724992736,175.91585944692287
316,121.40221714195677,173.03161733524155
317,120.07744162163829,170.3337755469849
318,119.57465607628139,171.39616337047207
319,126.2241070122308,170.60342804741737
320,145.35546439597874,169.580011065089
321,148.3432015236247,166.29877347039712
322,150.7112038416972,162.70016826251168
323,143.0901291992914,161.4385939840436
324,141.2151432447343,162.97430010802185
325,140.69463300161246,165.79455146581972
326,148.47009602405382,164.9058633719347
327,144.7049265486785,164.01222631558312
328,139.09411875696864,163.50223588646625
329,135.9247365891859,160.08543276207928
330,131.85901154326834,160.4097729092829
331,148.839218120553,165.51021288438432
332,152.08481868107066,165.427052896845
333,154.4518179010993,168.8908272816211
334,160.86598122274918,169.0169709274848
335,167.78909819004713,170.83323366358297
336,150.46261358578442,176.894013643047
337,153.9170031937196,174.46501768171132
338,157.29827871802075,171.56212358705346
339,157.81374739494234,168.190227437778
340,159.5192448405946,166.96811327941603
341,160.53677038813717,166.67375225703412
342,166.3248751816374,164.18354557098468
343,167.41343933403323,163.78209016957132
344,168.88062647201795,164.90115939058848
345,172.65118817803983,167.0839007675748
346,172.37601089631667,167.5099664639904
347,169.7744088892921,167.91345917691453
348,170.55466684340055,167.47333977835765
349,171.79860628007785,166.7917128837311
350,169.4950679710768,163.68436695883005
351,169.55244820979388,165.501253304799
352,168.1394596907492,166.96856489102146
353,169.5142517920463,168.95536535650388
354,171.74759287925397,169.782607760621
355,170.9970422558777,170.21766183788867
356,170.52883190576856,170.1090355143093
357,172.27654880954572,170.10948406826296
358,173.30094280561215,169.5879005005595
359,172.7812036497959,170.64513814961333
360,176.73272009748135,173.20644415227298
361,176.3454640032143,173.1893211968969
362,177.57195662615115,176.68261061054162
363,178.60781212052868,175.06175519365243
364,178.1378918659061,177.23304508539826
365,174.15585887257234,176.68825584138742
366,170.36474851885518,176.61701875091867
367,164.45317211640184,173.20433828243347
368,159.87926025975733,163.88300434757056
369,161.30237802503402,166.72369581591818
370,159.92722823318255,166.21907508939321
371,158.12269770890993,164.22890585158348
372,154.6792363675244,161.84598165729676
373,149.0537003330198,159.9644046793102
374,151.40258658975614,162.11886767920453
375,147.67268486134824,160.33549578725544
376,146.01881013956387,161.07991478761747
377,142.48362966474107,160.8083695521441
378,141.21323796356884,159.78629165721807
379,136.89521360602996,159.56453069278206
380,131.7551796242895,158.0597375287882
381,124.02657080260198,157.4204677928494
382,123.42905809348204,156.36971232509396
383,121.092982112886,150.7926616769216
384,116.19654916670966,147.28367665920433
385,109.66475282931036,146.3074107074078
386,107.33097660550523,146.2862907786758
387,106.75583849465423,147.4670089477404
388,108.34380360963114,150.0500079053068
389,107.07056472466282,150.35997477953723
390,106.97696969485165,151.37060588548937
391,106.22939897332927,151.22522649089927
392,103.62473849839424,149.5685852904622
393,103.27881331997754,148.77219874893964
394,101.67577827992379,148.72278334357767
395,101.24684833964706,148.6363348248081
396,100.89781360371093,150.92473484099185
397,96.25065727887234,151.46082186262137
398,99.1709732262578,151.80947675797944
399,97.29371898284397,150.92933813203535
400,100.54768139851426,152.35980894457256
401,114.43164787304354,153.59861330329386
402,112.67475798411118,152.3170821532074
403,107.00502614470744,154.00493055294456
404,111.54341160601341,154.45898860987793
405,120.76061355956041,153.80956802451152
406,120.36583876473371,154.7435661533872
407,116.42420600019463,153.42359976383776
408,118.78365090292313,153.52523720584423
409,115.99342707071406,152.10542806876225
410,110.81914471901153,150.79626914211022
411,112.68832104402613,150.02016217357786
412,115.06780563703326,145.40334176252804
413,115.88003883204384,142.28505521901369
414,120.04928128180543,143.90722634703056
415,120.89467746896335,142.52121975457908
416,122.16165712693319,137.8897143288637
417,124.04538241447732,137.42672598655187
418,127.33530006135838,133.3677877635642
419,132.1581831380623,129.3553461936768
420,138.70150907884832,126.80773843616718
421,134.76705622527322,124.40459884094258
422,134.43072812968904,122.72220907488881
423,133.24632413279198,119.86968863653445
424,131.96760409502414,115.97177093880167
425,132.04280219351523,110.97840682145227
426,136.22680853110728,107.0880563561223
427,135.94498813207093,107.46125531440995
428,132.01421128258923,108.08147778249027
429,132.17730255574398,107.83547184086525
430,131.329777740024,106.50161417794163
431,132.7762927651956,105.56982082276397
432,139.43696633275533,105.2553863708506
433,139.93640210298224,105.99439409141864
434,141.77926430866177,103.92696817539068
435,138.8117389536892,99.78474187428621
436,134.55292759446348,97.9303926316052
437,132.30895491004463,96.11333574696162
438,123.67580743668084,97.62360502186544
439,117.28343887308161,98.71291126009999
440,116.64667990261073,99.30095742308052
441,117.42969440200181,101.00262410170342
442,117.76725991503737,101.57478042941511
443,118.43551407712656,100.8527058869293
444,118.2442763344226,98.76459247844625
445,119.01381711749329,97.33919184008909
446,119.21410214182475,97.03412102209954
447,120.70529010665385,97.72328488464531
448,114.09456118706134,96.66029406133805
449,110.6260029907906,95.1942449211251
450,110.00522088093534,93.70506914560826
451,112.35479679054454,93.21046183951911
452,113.2308454439712,88.54797909659295
453,115.24727731259993,87.70869552222032
454,107.6953874961051,86.3264806875547
455,105.92329457233886,83.05683656596354
456,112.42782585874042,81.94092165320758
457,114.4769125495855,79.69474043550642
458,99.6094855280523,76.75849938197884
459,115.0761879525932,75.52907520899402
460,109.61427287255107,79.47834674759994
461,116.06620319526797,80.80988440744099
462,123.80302926685691,83.43319965981671
463,125.29241370172369,85.99565397110698
464,118.83251726787934,84.77248185644055
465,115.52132065218494,83.86556496101119
466,118.57750294400516,83.45027507837972
467,118.65977735418126,79.93481782531202
468,108.50844021744975,79.36693722591683
469,116.05402195006543,80.16935452794576
470,118.25961047138081,76.37420728468908
471,105.67273603527617,77.76142115509752
472,117.68920770332609,82.6771175144923
473,117.8319135032472,82.78558727353172
474,118.3390899634509,84.25714820431861
475,116.15632842454636,86.34560715580494
476,112.92685427432895,87.1321478729763
477,113.14527079709553,88.54485463433016
478,114.25513120289447,89.74496984329458
479,113.67934009757784,89.9762858942952
480,120.2717197554653,90.04846381995264
481,120.75640828287763,88.30946551246234
482,120.67501557585,89.32569103561988
483,121.27719310418325,89.69005568374375
484,123.805219994421,89.65653668651015
485,129.60550698697477,89.4743059241458
486,127.36486783642708,90.19653087328165
487,127.60755918536587,91.30823997163233
488,129.5491084121854,91.73657904754093
489,130.00245459848867,92.1506804205553
490,134.38489323504714,88.75574275986445
491,130.43381247456412,89.01817315126509
492,131.0511546387824,88.0532431239951
493,135.3418232295452,87.18509262940849
494,133.6721005834438,86.95425184863663
495,140.93726793860873,88.33547855458451
496,140.3458943089664,88.46844306298257
497,139.41537000663152,88.10417418594211
498,139.459384991316,89.07351183401214
499,141.91476883546204,89.48269441325206
500,141.11936583464117,88.4044038493162
501,142.69341358481273,86.63564760197404
502,142.54983546172602,86.7182819404423
503,142.41958874850113,87.51964144296328
504,141.8382351248252,87.07704724179408
505,141.24502347514235,87.86133988606156
506,141.740048928169,90.50984064024802
507,139.5105141275184,92.05271929705475
508,125.58833365287177,92.9957344203813
509,116.49653319962223,90.49357776140539
510,119.55839060590456,90.06211335069804
511,122.04408413179029,90.53256008377613
512,116.95960014818051,89.23916385120145
513,148.50771552049883,83.79784377903239
514,109.6974136724852,81.7002251899947
515,102.14983963803697,83.0306251042076
516,132.1650484209715,79.23197889004413
517,158.64665142014806,77.81876750346127
518,159.25435125074318,79.90730291577303
519,156.28382108809421,77.03112044248047
520,148.23012078814082,76.42768068284578
521,86.91068597256496,80.29440504605368
522,101.24493899850958,82.77636962377694
523,127.83800999788717,80.87642109742825
524,130.01322932256414,80.80134835387561
525,96.02503893757078,82.81185432051811
526,128.40872794060215,83.38264143286197
527,151.94349131811558,81.36844993385083
528,153.04228648786034,76.5855163928888
529,153.83776918609533,73.51895696867193
530,152.7091623951316,72.37311244442989
531,90.32248891140962,79.30792824796143
532,92.71457375242157,81.32338231832942
533,94.35870826931051,84.95326380909843
534,86.804498738208,86.19638498338082
535,88.86715442604138,86.22294437860565
536,90.24493034676286,88.27296276694321
537,90.1955332106748,88.55165503953063
538,87.93186939123048,89.97493316340928
539,88.36075705842484,91.88646607451332
540,88.76542878366286,91.02390481416603
541,89.43201660798717,94.92582729272061
542,91.54075524005886,94.59064962823889
543,94.67781146282275,94.93590765077106
544,96.59793852342942,97.10156319177666
545,97.75889452009082,98.52217545000015
546,95.84770258749268,99.96102880784369
547,99.22064569334606,103.00275059251004
548,96.3834790980667,102.64271350252663
549,93.114376672577,108.38404870708351
550,90.66760030854672,111.5869179644018
551,94.01514677664095,115.35889201520554
552,95.43170002274773,117.14653969613757
553,101.73199628767199,117.59427677702271
554,103.45329047437563,115.52151990372646
555,112.11401533065882,121.56356686917343
556,108.30682850295103,124.60617995946151
557,111.3398467048315,130.27007616154324
558,113.4715813706778,131.79673227405735
559,117.4478440226529,131.46212074009895
560,114.03523915848075,133.8344146442585
561,112.32301139764878,134.93375935218612
562,112.10028923802564,135.27813684339998
563,112.3893797891997,135.3891671960443
564,111.52473032461903,135.01708801643082
565,110.68845989045256,135.04677372859402
566,112.39273526530619,136.20758289586036
567,111.71548049696494,137.6141419097912
568,113.48626127330743,139.13359754885087
569,116.70266818514055,141.79051559412576
570,118.59385504823754,143.72402396964253
571,120.03224406772071,146.56593837437526
572,119.30637245456937,147.37816247204282
573,120.71989658471574,148.61806361123374
574,119.79883816221138,149.33932699800548
575,117.75770576447968,149.7617958500364
576,119.87988156697384,152.09736172649073
577,120.61419216723714,154.65379172491131
578,120.70469835714769,154.50548964400446
579,121.57406551147228,156.55812123143616
580,124.1880568417259,158.42180062960048
581,122.99649753892733,158.27498257154014
582,124.00462481654664,159.48833611809573
583,125.20031300880994,160.9344714683326
584,127.70653407312727,166.8190149402591
585,129.60745107706327,171.23415870221928
586,131.04042008610563,171.51932711254634
587,132.35184177909886,172.18472318123384
588,133.4229220516958,173.98034956258672
589,133.4299486989085,174.3644052644042
590,133.6106869059961,173.48913193048386
591,134.08772927746773,172.21629161260267
592,133.62986053789916,170.2844706328135
593,134.83488098340766,166.65671123263368
594,135.59245109945178,165.10384562399406
595,134.930609696222,165.2031198484176
596,132.314065367426,164.08663598094964
597,131.13863225615387,163.10872246558438
